number,page,area,area_ja,ken,place,price_h,age_m,age_w,content
2261,ani,a_ishikawa_kanazawa_hiru,金沢/片町/香林坊/アニメコン,石川,金沢/片町/香林坊,8500/2000,20/29,20/29,1
2262,ani,a_chiba_kashiwa_hiru,柏/アニメコン,千葉,柏,9800/1000,20/29,20/29,1
2263,ani,a_osaka_namba_hiru,難波/アニメコン,大阪,難波,8900/2500,20/40,20/40,1
2265,ani,a_aichi_sakae_hiru,栄/アニメコン,愛知,栄,9800/1000,20/40,20/40,1
2267,ani,a_kyoto_kawaramachi_hiru,河原町/アニメコン,京都,河原町,8900/2000,20/40,20/40,1
2268,ani,a_kumamoto_kumamoto_hiru,熊本/アニメコン,熊本,熊本,7500/2400,20/40,20/40,1
2269,ani,a_gunma_maebashi_hiru,前橋/アニメコン,群馬,前橋,9800/1000,20/29,20/29,1
2271,ani,a_saitama_omiya_hiru,大宮/アニメコン,埼玉,大宮,9800/1000,20/29,20/29,1
2272,ani,a_niigata_niigata_hiru,新潟/アニメコン,新潟,新潟,7600/1900,20/29,20/29,1
2273,ani,a_shizuoka_shizuoka_hiru,静岡/アニメコン,静岡,静岡,9800/1000,20/40,20/40,1
2274,machi,nagano_nagano_hiru,長野/マッチングコン,長野,長野,7900/1500,20/29,20/29,6
2275,ani,a_tokyo_ikebukuro_hiru,池袋/アニメコン,東京,池袋,9800/1500,20/40,20/40,1
2280,ani,a_tokyo_ebisu_yoru,恵比寿/アニメコン,東京,恵比寿,8500/2500,20/40,20/40,1
2284,ani,a_tokyo_ueno_yoru,上野/アニメコン,東京,上野,8500/2500,20/29,20/29,1
2285,ani,a_fukuoka_fukuokatenjin_yoru,福岡天神/アニメコン,福岡,福岡天神,6900/3400,20/40,20/40,1
2287,ani,a_tokyo_shinjuku_yoru,新宿/アニメコン,東京,新宿,8500/2500,20/40,20/40,1
2288,ani,a_aichi_sakae_yoru,栄/アニメコン,愛知,栄,8900/2000,20/40,20/40,1
2291,ani,a_osaka_namba_yoru,難波/アニメコン,大阪,難波,8900/2500,20/29,20/29,1
2292,machi,tokyo_marunouchi_yoru,丸の内/マッチングコン,東京,丸の内,7900/2400,20/29,20/29,6
2296,machi,kagawa_takamatsu_hiru,高松/マッチングコン,香川,高松,6500/2300,20/29,20/29,6
2305,ani,a_miyazaki_miyazaki_hiru,宮崎/アニメコン,宮崎,宮崎,6900/2900,20/40,20/40,1
2310,machi,nagano_matsumoto_hiru,松本/マッチングコン,長野,松本,7900/1500,20/29,20/29,6
2313,ani,a_hyogo_himeji_hiru,姫路/アニメコン,兵庫,姫路,8900/2000,20/40,20/40,1
2314,ani,a_hokkaido_asahikawa_hiru,旭川/アニメコン,北海道,旭川,6900/2900,20/40,20/40,1
2315,machi,miyazaki_miyazaki_yoru,宮崎/マッチングコン,宮崎,宮崎,6600/2400,20/29,20/29,6
2318,machi,chiba_kashiwa_yoru,柏/マッチングコン,千葉,柏,7800/2000,20/29,20/29,6
2319,machi,osaka_namba_yoru,難波/マッチングコン,大阪,難波,7200/3200,20/29,20/29,6
2321,machi,toyama_toyama_yoru,富山/マッチングコン,富山,富山,8500/1000,20/29,20/29,6
2323,ani,a_kagawa_takamatsu_hiru,高松/アニメコン,香川,高松,7700/1900,20/29,20/29,1
2334,ani,a_oita_oita_hiru,大分/アニメコン,大分,大分,6900/2200,20/40,20/40,1
2335,ani,a_nagano_matsumoto_hiru,松本/アニメコン,長野,松本,8900/2000,20/29,20/29,1
2337,ani,a_tochigi_utsunomiya_hiru,宇都宮/アニメコン,栃木,宇都宮,9800/1000,20/29,20/29,1
2338,ani,a_toyama_takaoka_hiru,高岡/アニメコン,富山,高岡,9800/2000,20/40,20/40,1
2341,ani,a_tokyo_kichijoji_hiru,吉祥寺/アニメコン,東京,吉祥寺,9800/1500,20/27,20/27,1
2344,ani,a_chiba_funabashi_hiru,船橋/アニメコン,千葉,船橋,9800/1000,20/29,20/29,1
2348,ani,a_fukuoka_fukuokatenjin_hiru,福岡天神/アニメコン,福岡,福岡天神,7500/2900,20/29,20/29,1
2357,ani,a_nagasaki_nagasaki_hiru,長崎/アニメコン,長崎,長崎,6300/3100,20/29,20/29,1
2363,ani,a_tokyo_ginza_yoru,有楽町/銀座/アニメコン,東京,有楽町/銀座,8500/2500,20/29,20/29,1
2368,machi,fukuoka_fukuokatenjin_yoru,福岡天神/マッチングコン,福岡,福岡天神,7400/2300,20/29,20/29,6
2388,ani,a_okayama_okayama_hiru,岡山/アニメコン,岡山,岡山,8500/1900,20/29,20/29,1
2391,ani,a_akita_akita_hiru,秋田/アニメコン,秋田,秋田,6500/2000,20/29,20/29,1
2395,machi,tokyo_marunouchi_hiru,丸の内/マッチングコン,東京,丸の内,7900/2400,20/29,20/29,6
2401,machi,ishikawa_kanazawa_yoru,金沢/片町/香林坊/マッチングコン,石川,金沢/片町/香林坊,7500/2000,20/29,20/29,6
2416,ani,a_iwate_morioka_hiru,盛岡/アニメコン,岩手,盛岡,6500/2000,20/29,20/29,1
2424,ani,a_fukuoka_kokura_hiru,北九州/小倉/アニメコン,福岡,北九州/小倉,7500/2900,20/40,20/40,1
2439,ani,a_osaka_umeda_yoru,梅田/アニメコン,大阪,梅田,8900/2500,20/29,20/29,1
2447,ani,a_osaka_shinsaibashi_hiru,心斎橋/アニメコン,大阪,心斎橋,8900/2500,20/29,20/29,1
2458,machi,tokyo_shinjuku_hiru,新宿/マッチングコン,東京,新宿,7500/2400,20/29,20/29,6
2460,ani,a_tokyo_nakano_hiru,中野/アニメコン,東京,中野,9800/1500,20/27,20/27,22
2464,machi,ehime_matsuyama_hiru,松山/マッチングコン,愛媛,松山,6700/1900,20/29,20/29,6
2468,machi,osaka_shinsaibashi_yoru,心斎橋/マッチングコン,大阪,心斎橋,7900/2900,20/29,20/29,6
2469,machi,oita_oita_yoru,大分/マッチングコン,大分,大分,7300/2400,20/29,20/29,6
2471,machi,toyama_takaoka_yoru,高岡/マッチングコン,富山,高岡,8500/1000,20/29,20/29,6
2493,ani,a_ehime_matsuyama_hiru,松山/アニメコン,愛媛,松山,6900/2000,20/29,20/29,1
2498,machi,tokyo_ebisu,恵比寿/マッチングコン,東京,恵比寿,7400/2900,20/29,20/29,6
2591,machi,#N/A,大塚/ボードゲームコン,東京,大塚,5500/1500,20/40,20/40,0
2603,ani,a_okayama_okayama,岡山/アニメコン,岡山,岡山,8500/1900,20/29,20/29,1
2652,ani,a_osaka_shinsaibashi,心斎橋/アニメコン,大阪,心斎橋,8900/2500,20/29,20/29,1
2666,machi,tokyo_shinjuku,新宿/マッチングコン,東京,新宿,7500/2400,20/29,20/29,6
2669,machi,osaka_shinsaibashi,心斎橋/マッチングコン,大阪,心斎橋,7900/2900,20/29,20/29,6
2773,machi,tokyo_kichijoji,吉祥寺/マッチングコン,東京,吉祥寺,7800/2900,20/29,20/29,6
3053,machi,tokyo_daikanyama_yoru,代官山,東京,東京都代官山駅周辺,7400/2900,20/29,20/29,6
3405,machi,tokyo_ebisu_yoru,恵比寿/マッチングコン/夜,東京,恵比寿,7400/2900,20/29,20/29,6
3407,machi,tokyo_nakameguro_yoru,中目黒/マッチングコン/夜,東京,中目黒,7400/2900,20/29,20/29,6
3424,machi,oita_oita_hiru,大分/マッチングコン/昼,大分,大分,7300/2400,20/29,20/29,6
3453,machi,tokyo_kichijoji_hiru,吉祥寺/マッチングコン/昼,東京,吉祥寺,7800/2900,20/29,20/29,6
3501,machi,tokyo_ebisu_hiru,恵比寿/マッチングコン/昼,東京,恵比寿,7300/2900,20/29,20/29,6
3532,machi,iwate_morioka_hiru,盛岡/マッチングコン/昼,岩手,盛岡,6900/2000,20/29,20/29,6
3583,machi,kumamoto_kumamoto_yoru,熊本/マッチングコン/夜,熊本,熊本,6900/2900,20/29,20/29,6
3632,machi,kanagawa_yokohama_yoru,横浜/マッチングコン/夜,神奈川,横浜,8500/2200,20/29,20/29,6
3766,machi,akita_akita_hiru,秋田/マッチングコン/昼,秋田,秋田,6900/1900,20/29,20/29,6
3895,ani,a_aomori_aomori_hiru,青森/アニメコン/昼,青森,青森,7900/1900,20/29,20/29,1
3922,machi,aomori_aomori_hiru,青森/マッチングコン/昼,青森,青森,6800/1500,20/29,20/29,6
4105,off,otsuka_hiru,大塚,東京,大塚コイコイランド,/2000,/,20/,19
4107,ani,a_tokyo_otsuka_hiru,大塚コイコイランド/BL女子会/昼,東京,大塚コイコイランド,0/2000,/,/,19
4448,machi,tokyo_daikanyama_hiru,代官山/マッチングコン/昼,東京,代官山,7800/2900,20/29,20/29,6
4456,machi,fukui_fukui_hiru,福井/マッチングコン/昼,福井,福井,7500/1000,20/29,20/29,6
4458,machi,hokkaido_sapporo_hiru,札幌/マッチングコン/昼,北海道,札幌,6400/2900,20/29,20/29,6
4491,machi,fukuoka_fukuokatenjin_hiru,福岡天神/マッチングコン/昼,福岡,福岡天神,6400/2800,20/29,20/29,6
4497,machi,akita_akita_yoru,秋田/マッチングコン/夜,秋田,秋田,7400/1900,20/29,20/29,6
4505,ani,a_saga_saga_hiru,佐賀/アニメコン/昼,佐賀,佐賀,6900/2200,20/40,20/40,1
4551,ani,a_ibaraki_tsukuba_hiru,つくば/アニメコン/昼,茨城,つくば,8800/1000,20/40,20/40,1
4568,machi,aichi_nagoya_yoru,名古屋/名駅/マッチングコン/夜,愛知,名古屋/名駅,7900/2000,20/29,20/29,6
4569,ani,a_tokyo_ikebukuro_akkun-kanojo,池袋/アニメコン/昼,東京,池袋,8900/2000,20/40,20/40,21
4600,machi,chiba_kashiwa_hiru,柏/マッチングコン/昼,千葉,柏,8800/1000,20/29,20/29,6
4625,machi,shizuoka_shizuoka_hiru,静岡/マッチングコン/昼,静岡,静岡,8900/1000,20/29,20/29,6
4688,machi,chiba_chiba_hiru,千葉/マッチングコン/昼,千葉,千葉,9800/1000,20/29,20/29,6
4732,machi,niigata_niigata_hiru,新潟/マッチングコン/昼,新潟,新潟,7500/1900,20/29,20/29,6
4928,ani,tokyo_nakano,中野,東京,中野駅,9800/1000,20/40,20/40,22
4950,machi,miyazaki_miyazaki_hiru,宮崎/マッチングコン/昼,宮崎,宮崎,5900/2000,20/29,20/29,6
4952,machi,osaka_umeda_hiru,梅田/マッチングコン/昼,大阪,梅田,7900/2500,20/29,20/29,6
4999,machi,kagoshima_kagoshima_hiru,鹿児島/マッチングコン/昼,鹿児島,鹿児島,6400/2400,20/29,20/29,6
5045,machi,shizuoka_hamamatsu_hiru,浜松/マッチングコン/昼,静岡,浜松,8900/1000,20/29,20/29,6
5096,machi,osaka_namba_hiru,難波/マッチングコン/昼,大阪,難波,7900/2500,20/29,20/29,6
5100,ani,a_fukuoka_hakata_hiru,博多/アニメコン/昼,福岡,博多,7900/2300,20/40,20/40,1
5113,machi,nagasaki_nagasaki_yoru,長崎/マッチングコン/夜,長崎,長崎,7500/2500,20/29,20/29,6
5114,machi,shizuoka_hamamatsu_yoru,浜松/マッチングコン/夜,静岡,浜松,8900/1000,20/29,20/29,6
5116,machi,fukuoka_hakata_yoru,博多/マッチングコン/夜,福岡,博多,6400/2800,20/29,20/29,6
5133,machi,niigata_nagaoka_hiru,長岡/マッチングコン/昼,新潟,長岡,7500/1900,20/29,20/29,6
5141,machi,gunma_takasaki_yoru,高崎/マッチングコン/夜,群馬,高崎,7900/1000,20/29,20/29,6
5164,machi,ibaraki_tsukuba_yoru,つくば/マッチングコン/夜,茨城,つくば,7900/1500,20/29,20/29,6
5178,ani,a_mie_yokkaichi_hiru,四日市/アニメコン/昼,三重,四日市,9800/1000,20/40,20/40,1
5226,ani,a_gifu_gifu_hiru,岐阜/アニメコン/昼,岐阜,岐阜,9800/1000,20/40,20/40,1
5276,machi,niigata_niigata_yoru,新潟/マッチングコン/夜,新潟,新潟,7900/1900,20/29,20/29,6
5294,ani,a_nara_nara_hiru,奈良/アニメコン/昼,奈良,奈良,7900/1000,20/40,20/40,1
5303,machi,nara_nara_yoru,奈良/マッチングコン/夜,奈良,奈良,7200/2000,20/29,20/29,6
5364,ani,a_niigata_niigata_yoru,新潟/アニメコン/夜,新潟,新潟,7900/2000,26/34,24/32,1
5396,machi,yamagata_yamagata_hiru,山形/マッチングコン/昼,山形,山形,6900/1000,20/29,20/29,6
5397,machi,hyogo_sannomiya_yoru,神戸/三ノ宮/元町/マッチングコン/夜,兵庫,神戸/三ノ宮/元町,7600/2700,20/29,20/29,6
5400,machi,kagawa_takamatsu_yoru,高松/マッチングコン/夜,香川,高松,7200/1900,25/35,20/29,3
5403,machi,miyagi_sendai_20dai_yoru,仙台/マッチングコン/夜,宮城,仙台,7100/1400,20/29,20/29,6
5404,machi,tokyo_shinjuku_20dai_yoru,新宿/マッチングコン/夜,東京,新宿,7900/2900,20/29,20/29,6
5405,machi,hokkaido_sapporo_20dai_yoru,札幌/マッチングコン/夜,北海道,札幌,6900/2900,20/29,20/29,6
5407,ani,a_shiga_kusatsu_hiru,草津/アニメコン/昼,滋賀,草津,8500/1800,20/40,20/40,1
5412,ani,a_yamanashi_kofu_hiru,甲府/アニメコン/昼,山梨,甲府,8900/1000,20/29,20/29,1
5421,machi,gifu_gifu_20dai_hiru,岐阜/マッチングコン/昼,岐阜,岐阜,7800/1000,20/29,20/29,6
5422,machi,miyazaki_miyazaki_20dai_hiru,宮崎/マッチングコン/昼,宮崎,宮崎,5900/2400,20/29,20/29,6
5423,machi,shizuoka_hamamatsu_20dai_hiru,浜松/マッチングコン/昼,静岡,浜松,8900/1000,20/29,20/29,6
5424,machi,tokyo_shinjuku_20dai_hiru,新宿/マッチングコン/昼,東京,新宿,7800/2300,20/29,20/29,6
5425,machi,mie_yokkaichi_toshinosa_hiru,四日市/マッチングコン/昼,三重,四日市,7900/1000,25/35,20/29,3
5432,ani,a_wakayama_wakayama_hiru,和歌山/アニメコン/昼,和歌山,和歌山,6900/1500,20/29,20/29,1
5435,machi,ibaraki_tsukuba_20dai_hiru,つくば/マッチングコン/昼,茨城,つくば,7900/1000,20/29,20/29,6
5436,machi,yamagata_yamagata_20dai_hiru,山形/マッチングコン/昼,山形,山形,7900/1000,20/29,20/29,6
5437,machi,tochigi_utsunomiya_20dai_hiru,宇都宮/マッチングコン/昼,栃木,宇都宮,8300/1000,20/29,20/29,6
5438,machi,chiba_kashiwa_toshinosa_hiru,柏/マッチングコン/昼,千葉,柏,8800/1000,25/35,20/29,3
5439,machi,yamanashi_kofu_20dai_yoru,甲府/マッチングコン/夜,山梨,甲府,7900/1500,20/29,20/29,6
5440,machi,ibaraki_mito_toshinosa_yoru,水戸/マッチングコン/夜,茨城,水戸,7900/1000,25/35,20/29,3
5441,machi,mie_yokkaichi_20dai_yoru,四日市/マッチングコン/夜,三重,四日市,7900/1000,20/29,20/29,6
5442,machi,wakayama_wakayama_20dai_yoru,和歌山/マッチングコン/夜,和歌山,和歌山,6800/2000,20/29,20/29,6
5443,machi,ibaraki_tsukuba_toshinosa_yoru,つくば/マッチングコン/夜,茨城,つくば,7900/1000,25/35,20/29,3
5444,machi,nara_nara_toshinosa_yoru,奈良/マッチングコン/夜,奈良,奈良,7200/2000,25/35,20/29,3
5448,machi,aichi_nagoya_20dai_yoru,名古屋/名駅/マッチングコン/夜,愛知,名古屋/名駅,8500/2000,20/29,20/29,6
5449,machi,ehime_matsuyama_20dai_yoru,松山/マッチングコン/夜,愛媛,松山,5900/2800,20/29,20/29,6
5451,machi,gunma_takasaki_20dai_yoru,高崎/マッチングコン/夜,群馬,高崎,7900/1000,20/29,20/29,6
5452,machi,shiga_kusatsu_20dai_yoru,草津/マッチングコン/夜,滋賀,草津,7500/2000,20/29,20/29,6
5453,machi,kagoshima_kagoshima_20dai_yoru,鹿児島/マッチングコン/夜,鹿児島,鹿児島,6700/2800,20/29,20/29,6
5454,machi,niigata_niigata_20dai_yoru,新潟/マッチングコン/夜,新潟,新潟,7900/1900,20/29,20/29,6
5455,machi,shizuoka_shizuoka_20dai_yoru,静岡/マッチングコン/夜,静岡,静岡,8900/1000,20/29,20/29,6
5456,machi,chiba_chiba_20dai_yoru,千葉/マッチングコン/夜,千葉,千葉,8800/1000,20/29,20/29,6
5457,machi,chiba_kashiwa_20dai_yoru,柏/マッチングコン/夜,千葉,柏,8800/1000,20/29,20/29,6
5458,machi,oita_oita_20dai_yoru,大分/マッチングコン/夜,大分,大分,7500/2300,20/29,20/29,6
5459,machi,nagasaki_nagasaki_20dai_yoru,長崎/マッチングコン/夜,長崎,長崎,6900/2800,20/29,20/29,6
5460,machi,gifu_gifu_toshinosa_yoru,岐阜/マッチングコン/夜,岐阜,岐阜,7800/1000,25/35,20/29,3
5461,machi,shizuoka_hamamatsu_toshinosa_yor,浜松/マッチングコン/夜,静岡,浜松,8900/1000,25/35,20/29,3
5462,machi,nagano_nagano_toshinosa_yoru,長野/マッチングコン/夜,長野,長野,8500/1500,25/35,20/29,3
5463,machi,tochigi_utsunomiya_toshinosa_yor,宇都宮/マッチングコン/夜,栃木,宇都宮,8300/1000,25/35,20/29,3
5464,machi,fukuoka_fukuokatenjin_toshinosa_,福岡天神/マッチングコン/夜,福岡,福岡天神,7500/2800,25/35,20/29,3
5465,machi,hokkaido_sapporo_toshinosa_yoru,札幌/マッチングコン/夜,北海道,札幌,6900/2900,25/35,20/29,3
5469,ani,a_tokyo_shinjuku_hiru,新宿/アニメコン/昼,東京,新宿,9800/1000,20/40,20/40,1
5477,machi,ibaraki_mito_20dai_hiru,水戸/マッチングコン/昼,茨城,水戸,7900/1000,20/29,20/29,6
5478,machi,tokyo_ebisu_20dai_hiru,恵比寿/マッチングコン/昼,東京,恵比寿,7300/2500,20/29,20/29,6
5479,machi,hokkaido_sapporo_20dai_hiru,札幌/マッチングコン/昼,北海道,札幌,6900/2900,20/29,20/29,6
5480,machi,miyagi_sendai_toshinosa_hiru,仙台/マッチングコン/昼,宮城,仙台,7100/1400,25/35,20/29,3
5481,machi,gunma_takasaki_toshinosa_hiru,高崎/マッチングコン/昼,群馬,高崎,7900/2000,25/35,20/29,3
5483,machi,yamanashi_kofu_toshinosa_hiru,甲府/マッチングコン/昼,山梨,甲府,7900/1500,25/35,20/29,3
5484,machi,kagoshima_kagoshima_toshinosa_hi,鹿児島/マッチングコン/昼,鹿児島,鹿児島,6700/2800,25/35,20/29,3
5485,machi,shizuoka_shizuoka_toshinosa_hiru,静岡/マッチングコン/昼,静岡,静岡,8900/1000,25/35,20/29,3
5486,machi,ishikawa_kanazawa_toshinosa_hiru,金沢/片町/香林坊/マッチングコン/昼,石川,金沢/片町/香林坊,7500/1000,25/35,20/29,3
5487,machi,tokyo_ginza_toshinosa_hiru,銀座/マッチングコン/昼,東京,銀座,7800/2800,25/35,20/29,3
5489,machi,oita_oita_20dai_hiru,大分/マッチングコン/昼,大分,大分,7300/1900,20/29,20/29,6
5491,machi,nara_nara_20dai_hiru,奈良/マッチングコン/昼,奈良,奈良,7200/2000,20/29,20/29,6
5492,machi,ehime_matsuyama_toshinosa_hiru,松山/マッチングコン/昼,愛媛,松山,5900/2800,25/35,20/29,3
5493,machi,chiba_chiba_toshinosa_hiru,千葉/マッチングコン/昼,千葉,千葉,8800/1000,25/35,20/29,3
5494,machi,nagasaki_nagasaki_toshinosa_hiru,長崎/マッチングコン/昼,長崎,長崎,6800/2700,25/35,20/29,3
5501,machi,oita_oita_toshinosa_yoru,大分/マッチングコン/夜,大分,大分,7500/2300,25/35,20/29,3
5520,machi,yamanashi_kofu_20dai_hiru,甲府/マッチングコン/昼,山梨,甲府,7900/1500,20/29,20/29,6
5521,machi,kagoshima_kagoshima_20dai_hiru,鹿児島/マッチングコン/昼,鹿児島,鹿児島,6700/2800,20/29,20/29,6
5522,machi,kanagawa_yokohama_20dai_hiru,横浜/マッチングコン/昼,神奈川,横浜,8500/1900,20/29,20/29,6
5523,machi,shizuoka_shizuoka_20dai_hiru,静岡/マッチングコン/昼,静岡,静岡,8900/1000,20/29,20/29,6
5524,machi,gifu_gifu_toshinosa_hiru,岐阜/マッチングコン/昼,岐阜,岐阜,7800/1000,25/35,20/29,3
5525,machi,chiba_funabashi_toshinosa_hiru,船橋/マッチングコン/昼,千葉,船橋,8800/1000,25/35,20/29,3
5526,machi,tokyo_shinjuku_toshinosa_hiru,新宿/マッチングコン/昼,東京,新宿,7800/2300,25/35,20/29,3
5532,machi,niigata_niigata_toshinosa_hiru,新潟/マッチングコン/昼,新潟,新潟,7500/1900,25/35,20/29,3
5533,machi,nagano_matsumoto_toshinosa_hiru,松本/マッチングコン/昼,長野,松本,8500/1500,25/35,20/29,3
5534,machi,nara_nara_toshinosa_hiru,奈良/マッチングコン/昼,奈良,奈良,7200/2000,25/35,20/29,3
5535,machi,kagawa_takamatsu_20dai_yoru,高松/マッチングコン/夜,香川,高松,7200/1900,20/29,20/29,6
5536,machi,yamanashi_kofu_toshinosa_yoru,甲府/マッチングコン/夜,山梨,甲府,7900/1500,25/35,20/29,3
5537,machi,nara_nara_20dai_yoru,奈良/マッチングコン/夜,奈良,奈良,7200/2000,20/29,20/29,6
5539,machi,mie_yokkaichi_toshinosa_yoru,四日市/マッチングコン/夜,三重,四日市,7900/1000,25/35,20/29,3
5543,machi,gifu_gifu_20dai_yoru,岐阜/マッチングコン/夜,岐阜,岐阜,7800/1000,20/29,20/29,6
5544,machi,kyoto_kawaramachi_20dai_yoru,河原町/マッチングコン/夜,京都,河原町,7900/2700,20/29,20/29,6
5545,machi,hiroshima_hiroshima_20dai_yoru,広島/マッチングコン/夜,広島,広島,7500/2300,20/29,20/29,6
5547,machi,shizuoka_hamamatsu_20dai_yoru,浜松/マッチングコン/夜,静岡,浜松,8900/1000,20/29,20/29,6
5548,machi,chiba_funabashi_20dai_yoru,船橋/マッチングコン/夜,千葉,船橋,8800/1000,20/29,20/29,6
5549,machi,nagano_matsumoto_20dai_yoru,松本/マッチングコン/夜,長野,松本,8500/1500,20/29,20/29,6
5550,machi,fukuoka_fukuokatenjin_20dai_yoru,福岡天神/マッチングコン/夜,福岡,福岡天神,7500/2800,20/29,20/29,6
5552,machi,miyagi_sendai_toshinosa_yoru,仙台/マッチングコン/夜,宮城,仙台,7100/1400,25/35,20/29,3
5553,machi,gunma_maebashi_toshinosa_yoru,前橋/マッチングコン/夜,群馬,前橋,7900/2000,25/35,20/29,3
5554,machi,kagoshima_kagoshima_toshinosa_yo,鹿児島/マッチングコン/夜,鹿児島,鹿児島,6700/2800,25/35,20/29,3
5555,machi,shizuoka_shizuoka_toshinosa_yoru,静岡/マッチングコン/夜,静岡,静岡,8900/1000,25/35,20/29,3
5556,machi,chiba_chiba_toshinosa_yoru,千葉/マッチングコン/夜,千葉,千葉,8800/1000,25/35,20/29,3
5558,machi,nagasaki_nagasaki_toshinosa_yoru,長崎/マッチングコン/夜,長崎,長崎,6900/2800,25/35,20/29,3
5568,machi,miyagi_sendai_20dai_hiru,仙台/マッチングコン/昼,宮城,仙台,7100/1400,20/29,20/29,6
5569,machi,kagawa_takamatsu_20dai_hiru,高松/マッチングコン/昼,香川,高松,7200/1900,20/29,20/29,6
5571,machi,niigata_nagaoka_20dai_hiru,長岡/マッチングコン/昼,新潟,長岡,7500/1900,20/29,20/29,6
5573,machi,shiga_kusatsu_toshinosa_hiru,草津/マッチングコン/昼,滋賀,草津,7500/2000,25/35,20/29,3
5574,machi,shizuoka_hamamatsu_toshinosa_hir,浜松/マッチングコン/昼,静岡,浜松,8900/1000,25/35,20/29,3
5577,machi,tokyo_ebisu_toshinosa_hiru,恵比寿/マッチングコン/昼,東京,恵比寿,7300/2500,25/35,20/29,3
5578,machi,hokkaido_sapporo_toshinosa_hiru,札幌/マッチングコン/昼,北海道,札幌,6900/2900,25/35,20/29,3
5582,machi,gunma_maebashi_20dai_hiru,前橋/マッチングコン/昼,群馬,前橋,7900/2000,20/29,20/29,6
5583,machi,nagasaki_nagasaki_20dai_hiru,長崎/マッチングコン/昼,長崎,長崎,6800/2700,20/29,20/29,6
5585,machi,oita_oita_toshinosa_hiru,大分/マッチングコン/昼,大分,大分,7300/1900,25/35,20/29,3
5586,machi,nagano_nagano_toshinosa_hiru,長野/マッチングコン/昼,長野,長野,8500/1500,25/35,20/29,3
5587,machi,wakayama_wakayama_toshinosa_hiru,和歌山/マッチングコン/昼,和歌山,和歌山,6500/2000,25/35,20/29,3
5588,machi,kagawa_takamatsu_toshinosa_yoru,高松/マッチングコン/夜,香川,高松,7200/1900,25/35,20/29,3
5599,machi,tokyo_shinjuku_toshinosa_yoru,新宿/マッチングコン/夜,東京,新宿,7900/2900,25/35,20/29,3
5615,machi,saga_saga_toshinosa_hiru,佐賀/マッチングコン/昼,佐賀,佐賀,6900/2200,25/35,20/29,3
5618,ani,a_yamagata_yamagata_hiru,山形/アニメコン/昼,山形,山形,8500/1000,20/40,20/40,1
5622,machi,ehime_matsuyama_20dai_hiru,松山/マッチングコン/昼,愛媛,松山,5900/2800,20/29,20/29,6
5625,machi,tochigi_oyama_20dai_hiru,小山/マッチングコン/昼,栃木,小山,8300/1000,20/29,20/29,6
5626,machi,wakayama_wakayama_20dai_hiru,和歌山/マッチングコン/昼,和歌山,和歌山,6500/2000,20/29,20/29,6
5627,machi,ibaraki_tsukuba_toshinosa_hiru,つくば/マッチングコン/昼,茨城,つくば,7900/1000,25/35,20/29,3
5628,machi,kumamoto_kumamoto_toshinosa_hiru,熊本/マッチングコン/昼,熊本,熊本,6900/2900,25/35,20/29,3
5630,machi,ibaraki_tsukuba_20dai_yoru,つくば/マッチングコン/夜,茨城,つくば,7900/1000,20/29,20/29,6
5634,machi,wakayama_wakayama_toshinosa_yoru,和歌山/マッチングコン/夜,和歌山,和歌山,6800/2000,25/35,20/29,3
5640,machi,saga_saga_20dai_yoru,佐賀/マッチングコン/夜,佐賀,佐賀,6900/2200,20/29,20/29,6
5645,machi,aichi_nagoya_toshinosa_yoru,名古屋/名駅/マッチングコン/夜,愛知,名古屋/名駅,8500/2000,25/35,20/29,3
5646,machi,ehime_matsuyama_toshinosa_yoru,松山/マッチングコン/夜,愛媛,松山,7200/1900,25/35,20/29,3
5648,machi,kyoto_kawaramachi_toshinosa_yoru,河原町/マッチングコン/夜,京都,河原町,7900/2700,25/35,20/29,3
5650,machi,chiba_kashiwa_toshinosa_yoru,柏/マッチングコン/夜,千葉,柏,8800/1000,25/35,20/29,3
5653,machi,tochigi_oyama_toshinosa_yoru,小山/マッチングコン/夜,栃木,小山,8300/1000,25/35,20/29,3
5682,machi,chiba_kashiwa_20dai_hiru,柏/マッチングコン/昼,千葉,柏,8800/1000,20/29,20/29,6
5685,machi,tochigi_oyama_toshinosa_hiru,小山/マッチングコン/昼,栃木,小山,8300/1000,25/35,20/29,3
5694,machi,saga_saga_toshinosa_yoru,佐賀/マッチングコン/夜,佐賀,佐賀,6900/2200,25/35,20/29,3
5702,ani,a_fukushima_koriyama_hiru,郡山/アニメコン/昼,福島,郡山,8900/1500,20/40,20/40,1
5723,machi,kumamoto_kumamoto_20dai_hiru,熊本/マッチングコン/昼,熊本,熊本,6900/2900,20/29,20/29,6
5724,machi,yamaguchi_tokuyama_20dai_hiru,徳山/マッチングコン/昼,山口,徳山,7900/2000,20/29,20/29,6
5728,machi,niigata_nagaoka_toshinosa_hiru,長岡/マッチングコン/昼,新潟,長岡,7500/1900,25/35,20/29,3
5734,machi,fukushima_koriyama_toshinosa_yor,郡山/マッチングコン/夜,福島,郡山,8000/1500,25/35,20/29,3
5740,machi,nagano_nagano_20dai_yoru,長野/マッチングコン/夜,長野,長野,8500/1500,20/29,20/29,6
5742,machi,gunma_takasaki_toshinosa_yoru,高崎/マッチングコン/夜,群馬,高崎,7900/1000,25/35,20/29,3
